17.230000 1.930000e-10 0.390000e-10
17.241601 1.817636e-10 2.247155e-12
17.335772 1.918534e-10 1.976610e-12
17.414093 2.009697e-10 2.484600e-12
17.518520 2.024987e-10 2.086286e-12
17.602434 2.020022e-10 3.329688e-12
17.673296 1.899710e-10 3.522710e-12
17.733901 2.032490e-10 5.024791e-12
17.787046 1.805278e-10 5.578198e-12
17.834598 1.754547e-10 5.782619e-12
17.877488 1.687042e-10 5.907370e-12
17.916648 1.565883e-10 6.127566e-12
17.952079 1.458949e-10 6.309360e-12
17.984712 1.463495e-10 6.629998e-12
18.015481 1.432250e-10 7.371767e-12
18.044385 1.469333e-10 8.166444e-12
18.071424 1.425758e-10 8.802602e-12
18.096598 1.352880e-10 1.001758e-11
18.164662 1.194853e-10 1.324091e-11
18.185175 1.196693e-10 1.496341e-11
18.380000 1.060000e-10 0.330000e-10

