17.230000 5.740000e-11 1.300000e-12
17.241601 5.215414e-11 1.289373e-12
17.389851 4.302631e-11 9.751003e-13
17.499872 3.873332e-11 1.037340e-12
17.587516 3.437423e-11 1.203653e-12
17.660242 3.091718e-11 1.527757e-12
17.722712 3.066463e-11 1.767303e-12
17.776790 2.471220e-11 2.032293e-12
17.825274 2.302178e-11 2.128659e-12
17.869096 1.990293e-11 2.002800e-12
17.909189 1.963574e-11 2.215914e-12
17.981915 1.741050e-11 2.353347e-12
18.077950 1.538153e-11 2.203419e-12
18.380000 5.180000e-12 0.900000e-12

