# optical/UV data extracted by dexter, from abdo_2010 paper by tramacere.
# GASP_WEBT data, low state 03/10/09, y log(nuF_nu), x log(Hz) 
14.66	-11.35
14.74	-11.34
14.84	-11.26
14.93	-11.19
15.06	-11.31
15.13	-11.11
15.17	-11.15
