# XRT data extracted by dexter, from abdo_2010 paper by tramacere.
# march 2009, y log(nuF_nu), x log(Hz)
17.087	-11.90
17.253	-11.79
17.420	-11.74
17.590	-11.69
17.756	-11.59
17.921	-11.47
18.090	-11.38
18.257	-11.31
