# BAT data extracted by dexter, from abdo_2010 paper by tramacere.
# five year integration, y log(nuF_nu), x log(Hz), +- x, +- y
18.718	-10.96	-0.13059	0.10399	+-0.080688	+0.062758
18.884	-10.82	-0.058041	0.048367	+-0.086068	+0.068137
18.983	-10.74	-0.048367	0.041112	+-0.084275	+0.069930
19.055	-10.57	-0.026602	0.029020	+-0.080688	+0.060964
19.176	-10.58	-0.087061	0.074969	+-0.059171	+0.046620
