#     unbeamed line spectrum in Fig4 of Tavecchio & ghisellini 2008,
#     sent by Tavecchio.
      7.53577         -100
      7.57933         -100
      7.62265         -100
      7.66604         -100
      7.70965         -100
      7.75305         -100
      7.79637         -100
      7.83988         -100
      7.88334         -100
      7.92671         -100
      7.97012         -100
      8.01357         -100
      8.05707         -100
      8.10045         -100
      8.14387         -100
      8.18732         -100
      8.23075         -100
      8.27417         -100
      8.31762         -100
      8.36108         -100
      8.40445         -100
      8.44790         -100
      8.49134         -100
      8.53494         -100
      8.57821         -100
      8.62164         -100
      8.66512         -100
      8.70854         -100
      8.75180         -100
      8.79524         -100
      8.83885         -100
      8.88222         -100
      8.92571         -100
      8.96905     -42.4595
      9.01247     -42.2208
      9.05595     -25.1413
      9.09932     -25.0123
      9.14275     -24.8927
      9.18622     -24.7834
      9.22959     -24.6849
      9.27304     -24.5679
      9.31646     -24.4668
      9.35990     -24.3675
      9.40333     -24.2702
      9.44678     -24.1768
      9.49019     -24.0890
      9.53370     -23.9919
      9.57708     -23.9020
      9.62062     -23.8115
      9.66389     -23.7206
      9.70743     -23.6312
      9.75079     -23.5448
      9.79410     -23.4631
      9.83762     -23.3220
      9.88111     -23.2327
      9.92453     -23.1500
      9.96799     -23.0203
      10.0114     -22.9384
      10.0548     -22.8645
      10.0982     -22.7415
      10.1416     -22.6709
      10.1850     -22.5559
      10.2285     -22.4897
      10.2719     -22.3797
      10.3154     -22.2750
      10.3588     -22.2109
      10.4022     -22.1080
      10.4456     -22.0082
      10.4890     -21.9108
      10.5325     -21.8479
      10.5760     -21.7503
      10.6193     -21.6545
      10.6627     -21.5595
      10.7063     -21.4984
      10.7495     -21.4028
      10.7930     -21.3084
      10.8159     -21.2771
      10.8180     -21.2741
      10.8202     -21.2712
      10.8223     -21.2684
      10.8247     -21.2657
      10.8268     -21.2628
      10.8289     -21.2258
      10.8310     -21.2226
      10.8333     -21.2195
      10.8353     -21.2162
      10.8376     -21.2132
      10.8397     -21.2099
      10.8419     -21.2069
      10.8442     -21.2039
      10.8462     -21.2006
      10.8484     -21.1976
      10.8506     -21.1946
      10.8528     -21.1916
      10.8550     -21.1885
      10.8572     -21.1855
      10.8593     -21.1825
      10.8615     -21.1795
      10.8636     -21.1766
      10.8657     -21.1737
      10.8681     -21.1706
      10.8702     -21.1679
      10.8723     -21.1647
      10.8745     -21.1622
      10.8766     -21.1592
      10.8789     -21.1564
      10.8809     -21.1534
      10.8832     -21.1507
      10.8854     -21.1136
      10.8876     -21.1107
      10.8896     -21.1072
      10.8918     -21.1041
      10.8940     -21.1010
      10.8961     -21.0979
      10.8983     -21.0946
      10.9006     -21.0918
      10.9027     -21.0886
      10.9049     -21.0857
      10.9070     -21.0826
      10.9093     -21.0797
      10.9113     -21.0764
      10.9136     -21.0736
      10.9157     -21.0704
      10.9179     -21.0677
      10.9201     -21.0648
      10.9223     -21.0619
      10.9244     -21.0589
      10.9265     -21.0558
      10.9287     -21.0530
      10.9309     -21.0501
      10.9330     -21.0474
